customer_id,age,price,quantity,gender,payment_method,category,shopping_mall,invoice_date
C103992,48.0,23.46,2.0,Male,Debit Card,Souvenir,Emaar Square Mall,23/06/2021
C103995,39.0,5.23,1.0,Female,Credit Card,Food & Beverage,Cevahir AVM,25/10/2021
C103996,51.0,203.3,5.0,Female,Cash,Cosmetics,Metrocity,2/11/2022
C103998,58.0,143.36,4.0,Female,Credit Card,Toys,Istinye Park,13/05/2022
C104002,27.0,58.65,5.0,Male,Credit Card,Souvenir,Metropol AVM,22/08/2021
C104008,29.0,2400.68,4.0,Female,Credit Card,Shoes,Kanyon,2/12/2021
C104011,48.0,20.92,4.0,Female,Credit Card,Food & Beverage,Metropol AVM,31/01/2022
C104013,68.0,46.92,4.0,Female,Credit Card,Souvenir,Metrocity,2/1/2023
C104014,54.0,900.24,3.0,Male,Cash,Clothing,Kanyon,3/10/2022
C104022,48.0,300.08,1.0,Female,Credit Card,Clothing,Kanyon,12/12/2022
C104027,18.0,10.46,2.0,Female,Cash,Food & Beverage,Viaport Outlet,22/07/2022
C104031,31.0,1200.32,4.0,Female,Cash,Clothing,Metrocity,9/6/2022
C104032,26.0,20.92,4.0,Female,Debit Card,Food & Beverage,Metrocity,30/12/2021
C104036,58.0,1200.32,4.0,Female,Credit Card,Clothing,Metrocity,24/02/2023
C104039,39.0,15.15,1.0,Male,Credit Card,Books,Metrocity,21/03/2022
C104041,25.0,81.32,2.0,Male,Cash,Cosmetics,Kanyon,24/06/2022
C104048,57.0,600.16,2.0,Female,Credit Card,Clothing,Metropol AVM,2/5/2021
C104049,27.0,10.46,2.0,Male,Cash,Food & Beverage,Kanyon,28/02/2021
C104052,19.0,300.08,1.0,Female,Credit Card,Clothing,Mall of Istanbul,10/10/2021
C104053,39.0,121.98,3.0,Female,Cash,Cosmetics,Kanyon,20/04/2021
C104054,66.0,15.69,3.0,Female,Credit Card,Food & Beverage,Viaport Outlet,27/07/2022
C104055,25.0,203.3,5.0,Female,Credit Card,Cosmetics,Metrocity,22/09/2022
C104057,22.0,15.69,3.0,Male,Credit Card,Food & Beverage,Kanyon,5/3/2022
C104061,41.0,143.36,4.0,Male,Credit Card,Toys,Kanyon,20/03/2021
C104063,57.0,900.24,3.0,Male,Credit Card,Clothing,Kanyon,6/8/2021
C104069,49.0,162.64,4.0,Female,Credit Card,Cosmetics,Mall of Istanbul,28/08/2021
C104072,34.0,300.08,1.0,Female,Credit Card,Clothing,Metrocity,3/6/2022
C104074,40.0,300.08,1.0,Female,Credit Card,Clothing,Metrocity,26/04/2021
C104078,69.0,600.17,1.0,Female,Credit Card,Shoes,Kanyon,12/10/2021
C104081,23.0,1500.4,5.0,Female,Cash,Clothing,Mall of Istanbul,1/9/2022
C104082,57.0,300.08,1.0,Male,Debit Card,Clothing,Metrocity,23/02/2021
C104086,18.0,75.75,5.0,Female,Cash,Books,Mall of Istanbul,21/02/2023
C104088,24.0,300.08,1.0,Male,Credit Card,Clothing,Mall of Istanbul,4/11/2021
C104091,49.0,1200.32,4.0,Female,Credit Card,Clothing,Kanyon,15/03/2022
C104092,18.0,10.46,2.0,Male,Credit Card,Food & Beverage,Kanyon,15/04/2021
C104093,66.0,20.92,4.0,Female,Credit Card,Food & Beverage,Kanyon,7/6/2021
C104097,36.0,107.52,3.0,Male,Cash,Toys,Metropol AVM,11/10/2021
C104101,39.0,5.23,1.0,Female,Credit Card,Food & Beverage,Mall of Istanbul,12/2/2021
C104103,50.0,107.52,3.0,Female,Cash,Toys,Emaar Square Mall,2/4/2021
C104111,41.0,1500.4,5.0,Female,Credit Card,Clothing,Emaar Square Mall,3/5/2021
C104112,55.0,40.66,1.0,Female,Credit Card,Cosmetics,Mall of Istanbul,24/10/2022
C104114,68.0,1800.51,3.0,Female,Cash,Shoes,Mall of Istanbul,9/4/2021
C104116,24.0,5.23,1.0,Female,Cash,Food & Beverage,Metropol AVM,19/05/2022
C104117,52.0,35.19,3.0,Female,Debit Card,Souvenir,Kanyon,11/1/2021
C104118,27.0,1200.32,4.0,Female,Debit Card,Clothing,Mall of Istanbul,4/10/2022
C104119,40.0,203.3,5.0,Female,Cash,Cosmetics,Mall of Istanbul,24/01/2023
C104123,32.0,81.32,2.0,Male,Credit Card,Cosmetics,Emaar Square Mall,19/01/2023
C104128,21.0,600.16,2.0,Male,Credit Card,Clothing,Cevahir AVM,28/04/2022
C104129,20.0,1200.32,4.0,Female,Cash,Clothing,Metrocity,12/8/2021
C104131,34.0,1200.34,2.0,Male,Debit Card,Shoes,Istinye Park,20/01/2022
C104136,36.0,900.24,3.0,Male,Credit Card,Clothing,Kanyon,27/09/2022
C104137,38.0,1200.32,4.0,Female,Debit Card,Clothing,Mall of Istanbul,14/06/2021
C104139,66.0,203.3,5.0,Female,Credit Card,Cosmetics,Istinye Park,1/12/2021
C104142,69.0,45.45,3.0,Male,Credit Card,Books,Forum Istanbul,14/10/2022
C104143,65.0,3000.85,5.0,Female,Cash,Shoes,Kanyon,15/04/2022
C104144,66.0,15.69,3.0,Male,Debit Card,Food & Beverage,Viaport Outlet,9/2/2022
C104147,21.0,600.16,2.0,Female,Debit Card,Clothing,Emaar Square Mall,23/07/2021
C104153,36.0,5.23,1.0,Female,Cash,Food & Beverage,Istinye Park,6/2/2022
C104163,35.0,203.3,5.0,Male,Debit Card,Cosmetics,Istinye Park,20/05/2021
C104164,23.0,107.52,3.0,Male,Credit Card,Toys,Cevahir AVM,19/05/2022
C104165,51.0,300.08,1.0,Male,Cash,Clothing,Kanyon,24/04/2021
C104169,20.0,300.08,1.0,Female,Cash,Clothing,Viaport Outlet,21/06/2022
C104172,33.0,1500.4,5.0,Female,Debit Card,Clothing,Mall of Istanbul,22/04/2021
C104174,51.0,4200.0,4.0,Female,Debit Card,Technology,Forum Istanbul,5/4/2021
C104180,55.0,179.2,5.0,Female,Credit Card,Toys,Cevahir AVM,28/06/2022
C104184,54.0,121.98,3.0,Female,Debit Card,Cosmetics,Kanyon,18/09/2022
C104187,41.0,203.3,5.0,Female,Cash,Cosmetics,Mall of Istanbul,18/08/2022
C104190,38.0,203.3,5.0,Male,Cash,Cosmetics,Zorlu Center,8/3/2021
C104194,60.0,75.75,5.0,Female,Credit Card,Books,Metrocity,21/12/2021
C104200,69.0,1200.32,4.0,Female,Debit Card,Clothing,Kanyon,12/8/2021
C104204,65.0,20.92,4.0,Female,Cash,Food & Beverage,Cevahir AVM,10/4/2022
C104209,59.0,900.24,3.0,Female,Cash,Clothing,Mall of Istanbul,8/3/2022
C104211,20.0,1800.51,3.0,Female,Credit Card,Shoes,Zorlu Center,9/8/2021
C104212,19.0,1050.0,1.0,Female,Cash,Technology,Kanyon,11/11/2022
C104213,56.0,1500.4,5.0,Female,Debit Card,Clothing,Metropol AVM,20/09/2022
C104224,68.0,600.17,1.0,Male,Cash,Shoes,Metropol AVM,20/02/2021
C104226,52.0,143.36,4.0,Male,Cash,Toys,Mall of Istanbul,12/11/2021
C104228,28.0,3000.85,5.0,Female,Debit Card,Shoes,Mall of Istanbul,23/09/2022
C104230,21.0,5.23,1.0,Female,Debit Card,Food & Beverage,Metropol AVM,31/07/2022
C104236,50.0,40.66,1.0,Female,Cash,Cosmetics,Kanyon,20/12/2022
C104237,67.0,26.15,5.0,Male,Debit Card,Food & Beverage,Istinye Park,21/04/2021
C104239,33.0,162.64,4.0,Male,Credit Card,Cosmetics,Mall of Istanbul,22/08/2022
C104241,50.0,203.3,5.0,Male,Credit Card,Cosmetics,Metropol AVM,17/03/2022
C104245,57.0,35.84,1.0,Female,Credit Card,Toys,Kanyon,25/09/2022
C104247,50.0,1500.4,5.0,Female,Cash,Clothing,Kanyon,16/02/2021
C104250,28.0,1200.34,2.0,Male,Cash,Shoes,Istinye Park,28/09/2021
C104254,54.0,600.16,2.0,Male,Cash,Clothing,Kanyon,30/03/2021
C104255,47.0,5.23,1.0,Female,Debit Card,Food & Beverage,Metrocity,19/04/2021
C104257,18.0,600.17,1.0,Female,Cash,Shoes,Istinye Park,30/08/2022
C104263,30.0,107.52,3.0,Female,Credit Card,Toys,Forum Istanbul,12/2/2022
C104264,46.0,107.52,3.0,Female,Credit Card,Toys,Metrocity,25/02/2022
C104268,28.0,300.08,1.0,Male,Cash,Clothing,Metropol AVM,4/3/2023
C104271,37.0,1050.0,1.0,Male,Cash,Technology,Metrocity,4/11/2022
C104274,43.0,5.23,1.0,Male,Cash,Food & Beverage,Kanyon,19/08/2022
C104279,53.0,15.69,3.0,Male,Credit Card,Food & Beverage,Kanyon,26/05/2021
C104280,58.0,143.36,4.0,Male,Credit Card,Toys,Mall of Istanbul,18/05/2021
C104285,63.0,179.2,5.0,Male,Debit Card,Toys,Zorlu Center,5/2/2021
C104286,57.0,20.92,4.0,Male,Cash,Food & Beverage,Mall of Istanbul,10/3/2021
C104294,48.0,600.16,2.0,Male,Cash,Clothing,Mall of Istanbul,6/9/2021
C104296,67.0,600.16,2.0,Male,Cash,Clothing,Metrocity,24/12/2022
C104300,19.0,900.24,3.0,Female,Cash,Clothing,Viaport Outlet,7/3/2021
C104305,53.0,35.84,1.0,Male,Cash,Toys,Kanyon,17/01/2021
C104306,22.0,1800.51,3.0,Female,Credit Card,Shoes,Metrocity,26/05/2022
C104311,23.0,26.15,5.0,Female,Credit Card,Food & Beverage,Kanyon,25/12/2021
C104314,56.0,121.98,3.0,Female,Cash,Cosmetics,Kanyon,10/12/2022
C104317,33.0,1200.32,4.0,Male,Cash,Clothing,Kanyon,7/2/2023
C104318,50.0,35.19,3.0,Female,Cash,Souvenir,Viaport Outlet,5/8/2022
C104319,34.0,81.32,2.0,Female,Debit Card,Cosmetics,Mall of Istanbul,10/9/2021
C104320,32.0,35.19,3.0,Female,Debit Card,Souvenir,Zorlu Center,24/06/2021
C104323,61.0,1500.4,5.0,Female,Credit Card,Clothing,Metrocity,13/02/2021
C104325,32.0,1500.4,5.0,Male,Cash,Clothing,Mall of Istanbul,4/2/2021
C104329,32.0,107.52,3.0,Male,Debit Card,Toys,Istinye Park,27/06/2022
C104331,36.0,900.24,3.0,Male,Cash,Clothing,Mall of Istanbul,13/08/2021
C104337,41.0,162.64,4.0,Female,Debit Card,Cosmetics,Mall of Istanbul,23/04/2021
C104339,66.0,23.46,2.0,Female,Cash,Souvenir,Mall of Istanbul,10/8/2021
C104344,54.0,40.66,1.0,Female,Credit Card,Cosmetics,Kanyon,21/08/2022
C104347,39.0,900.24,3.0,Female,Credit Card,Clothing,Mall of Istanbul,21/08/2021
C104349,31.0,5.23,1.0,Male,Credit Card,Food & Beverage,Metrocity,1/5/2022
C104350,46.0,600.16,2.0,Female,Cash,Clothing,Metrocity,20/02/2021
C104352,35.0,143.36,4.0,Female,Credit Card,Toys,Cevahir AVM,28/02/2022
C104355,63.0,1500.4,5.0,Female,Credit Card,Clothing,Istinye Park,23/08/2021
C104356,28.0,40.66,1.0,Female,Credit Card,Cosmetics,Viaport Outlet,16/08/2022
C104357,32.0,107.52,3.0,Male,Credit Card,Toys,Mall of Istanbul,18/09/2022
C104363,58.0,58.65,5.0,Female,Cash,Souvenir,Mall of Istanbul,9/2/2023
C104366,23.0,1200.32,4.0,Male,Cash,Clothing,Metropol AVM,27/02/2021
C104367,48.0,40.66,1.0,Female,Debit Card,Cosmetics,Zorlu Center,1/7/2022
C104370,50.0,121.98,3.0,Female,Cash,Cosmetics,Kanyon,19/01/2021
C104371,56.0,179.2,5.0,Male,Debit Card,Toys,Kanyon,12/8/2021
C104373,59.0,40.66,1.0,Male,Credit Card,Cosmetics,Forum Istanbul,5/2/2022
C104374,20.0,26.15,5.0,Female,Cash,Food & Beverage,Mall of Istanbul,27/07/2021
C104380,32.0,600.17,1.0,Female,Debit Card,Shoes,Metropol AVM,24/11/2022
C104381,64.0,900.24,3.0,Female,Cash,Clothing,Metrocity,10/7/2022
C104382,58.0,900.24,3.0,Male,Debit Card,Clothing,Forum Istanbul,5/2/2021
C104391,51.0,203.3,5.0,Female,Cash,Cosmetics,Viaport Outlet,4/4/2021
C104393,35.0,300.08,1.0,Male,Credit Card,Clothing,Kanyon,3/2/2021
C104400,21.0,81.32,2.0,Female,Credit Card,Cosmetics,Kanyon,7/6/2021
C104402,69.0,5250.0,5.0,Female,Cash,Technology,Kanyon,25/04/2021
C104404,37.0,1200.34,2.0,Male,Cash,Shoes,Metropol AVM,17/01/2023
C104407,37.0,2100.0,2.0,Male,Credit Card,Technology,Kanyon,7/2/2023
C104409,35.0,1200.32,4.0,Female,Cash,Clothing,Mall of Istanbul,24/09/2022
C104416,67.0,71.68,2.0,Male,Debit Card,Toys,Metrocity,16/07/2022
C104418,38.0,26.15,5.0,Male,Credit Card,Food & Beverage,Metrocity,3/12/2022
C104421,67.0,1200.32,4.0,Male,Cash,Clothing,Mall of Istanbul,15/08/2022
C104423,18.0,1500.4,5.0,Female,Cash,Clothing,Metrocity,24/05/2022
C104426,60.0,900.24,3.0,Female,Credit Card,Clothing,Metropol AVM,10/4/2021
C104427,58.0,5.23,1.0,Female,Cash,Food & Beverage,Metrocity,20/04/2021
C104429,26.0,2400.68,4.0,Female,Credit Card,Shoes,Metrocity,15/05/2022
C104431,43.0,900.24,3.0,Male,Credit Card,Clothing,Kanyon,3/4/2021
C104433,30.0,46.92,4.0,Male,Debit Card,Souvenir,Zorlu Center,1/2/2023
C104436,26.0,162.64,4.0,Male,Credit Card,Cosmetics,Mall of Istanbul,10/1/2022
C104437,53.0,600.16,2.0,Female,Debit Card,Clothing,Kanyon,11/7/2021
C104439,61.0,1200.32,4.0,Female,Cash,Clothing,Kanyon,31/10/2022
C104444,27.0,5.23,1.0,Female,Credit Card,Food & Beverage,Kanyon,26/04/2022
C104453,64.0,3000.85,5.0,Female,Cash,Shoes,Cevahir AVM,3/4/2022
C104459,57.0,1500.4,5.0,Male,Cash,Clothing,Kanyon,30/07/2021
C104460,66.0,81.32,2.0,Male,Cash,Cosmetics,Mall of Istanbul,18/07/2022
C104462,42.0,1200.34,2.0,Female,Debit Card,Shoes,Cevahir AVM,24/07/2022
C104465,34.0,71.68,2.0,Male,Cash,Toys,Metropol AVM,22/12/2022
C104466,51.0,121.98,3.0,Female,Cash,Cosmetics,Zorlu Center,9/6/2021
C104473,28.0,179.2,5.0,Male,Debit Card,Toys,Cevahir AVM,1/9/2022
C104478,18.0,1200.32,4.0,Female,Cash,Clothing,Kanyon,12/5/2021
C104483,50.0,1200.34,2.0,Male,Credit Card,Shoes,Mall of Istanbul,13/08/2021
C104484,67.0,1500.4,5.0,Female,Cash,Clothing,Metrocity,8/7/2022
C104488,54.0,1500.4,5.0,Male,Cash,Clothing,Metropol AVM,9/10/2021
C104492,34.0,81.32,2.0,Female,Cash,Cosmetics,Metropol AVM,11/7/2021
C104495,29.0,300.08,1.0,Female,Debit Card,Clothing,Metropol AVM,11/5/2022
C104496,32.0,1050.0,1.0,Female,Credit Card,Technology,Zorlu Center,15/06/2022
C104498,66.0,35.19,3.0,Female,Credit Card,Souvenir,Mall of Istanbul,17/03/2022
C104500,58.0,58.65,5.0,Female,Cash,Souvenir,Kanyon,15/06/2022
C104509,27.0,11.73,1.0,Female,Credit Card,Souvenir,Kanyon,5/7/2021
C104510,23.0,5.23,1.0,Male,Cash,Food & Beverage,Mall of Istanbul,20/02/2022
C104512,26.0,900.24,3.0,Female,Cash,Clothing,Mall of Istanbul,25/04/2021
C104514,37.0,900.24,3.0,Female,Credit Card,Clothing,Viaport Outlet,10/3/2021
C104519,52.0,600.17,1.0,Male,Credit Card,Shoes,Forum Istanbul,29/09/2021
C104520,57.0,179.2,5.0,Female,Cash,Toys,Kanyon,24/05/2022
C104526,58.0,58.65,5.0,Male,Debit Card,Souvenir,Istinye Park,24/04/2022
C104528,23.0,46.92,4.0,Female,Cash,Souvenir,Metrocity,5/12/2021
C104532,33.0,15.69,3.0,Male,Cash,Food & Beverage,Viaport Outlet,1/7/2022
C104537,52.0,900.24,3.0,Female,Credit Card,Clothing,Metropol AVM,21/07/2021
C104538,61.0,600.16,2.0,Female,Credit Card,Clothing,Zorlu Center,6/12/2021
C104539,46.0,71.68,2.0,Male,Cash,Toys,Istinye Park,22/02/2022
C104542,38.0,143.36,4.0,Female,Cash,Toys,Kanyon,14/04/2022
C104543,50.0,900.24,3.0,Female,Credit Card,Clothing,Mall of Istanbul,25/03/2021
C104556,44.0,1500.4,5.0,Male,Debit Card,Clothing,Kanyon,3/7/2021
C104560,21.0,3150.0,3.0,Female,Credit Card,Technology,Kanyon,14/03/2021
C104567,69.0,900.24,3.0,Male,Cash,Clothing,Mall of Istanbul,15/04/2021
C104568,30.0,3150.0,3.0,Male,Credit Card,Technology,Mall of Istanbul,19/02/2022
C104570,58.0,15.69,3.0,Female,Credit Card,Food & Beverage,Kanyon,30/03/2022
C104573,22.0,162.64,4.0,Female,Cash,Cosmetics,Emaar Square Mall,1/7/2021
C104576,18.0,20.92,4.0,Female,Credit Card,Food & Beverage,Zorlu Center,14/08/2022
C104577,68.0,46.92,4.0,Female,Cash,Souvenir,Metrocity,9/2/2021
C104578,52.0,600.16,2.0,Female,Cash,Clothing,Metrocity,3/3/2023
C104579,42.0,1500.4,5.0,Female,Cash,Clothing,Kanyon,7/4/2022
C104584,28.0,107.52,3.0,Female,Credit Card,Toys,Metrocity,1/5/2022
C104592,33.0,600.17,1.0,Female,Cash,Shoes,Zorlu Center,2/1/2023
C104593,18.0,5.23,1.0,Male,Cash,Food & Beverage,Mall of Istanbul,11/7/2022
C104596,50.0,1200.32,4.0,Male,Credit Card,Clothing,Metrocity,10/2/2022
C104600,51.0,3000.85,5.0,Female,Debit Card,Shoes,Istinye Park,22/09/2021
C104601,22.0,900.24,3.0,Male,Debit Card,Clothing,Kanyon,1/2/2022
C104604,49.0,300.08,1.0,Male,Credit Card,Clothing,Metrocity,29/06/2021
C104605,38.0,162.64,4.0,Female,Cash,Cosmetics,Mall of Istanbul,25/09/2022
C104609,20.0,20.92,4.0,Male,Debit Card,Food & Beverage,Cevahir AVM,17/07/2021
C104612,18.0,1200.32,4.0,Female,Cash,Clothing,Cevahir AVM,9/6/2022
C104615,48.0,203.3,5.0,Female,Credit Card,Cosmetics,Kanyon,28/05/2022
C104616,31.0,71.68,2.0,Male,Cash,Toys,Cevahir AVM,9/1/2023
C104617,54.0,203.3,5.0,Female,Debit Card,Cosmetics,Istinye Park,31/05/2021
C104620,21.0,1500.4,5.0,Male,Credit Card,Clothing,Kanyon,30/01/2021
C104626,42.0,1200.34,2.0,Female,Credit Card,Shoes,Forum Istanbul,3/9/2021
C104627,47.0,20.92,4.0,Male,Credit Card,Food & Beverage,Mall of Istanbul,5/5/2022
C104633,44.0,46.92,4.0,Female,Cash,Souvenir,Mall of Istanbul,16/11/2021
C104634,61.0,1050.0,1.0,Male,Cash,Technology,Metrocity,23/07/2021
C104637,39.0,58.65,5.0,Female,Cash,Souvenir,Mall of Istanbul,17/12/2021
C104641,57.0,600.16,2.0,Female,Cash,Clothing,Zorlu Center,26/01/2022
C104644,55.0,3000.85,5.0,Male,Debit Card,Shoes,Mall of Istanbul,11/10/2022
C104646,69.0,26.15,5.0,Male,Cash,Food & Beverage,Istinye Park,14/07/2021
C104654,22.0,1200.32,4.0,Female,Credit Card,Clothing,Istinye Park,13/08/2022
C104655,50.0,107.52,3.0,Female,Cash,Toys,Metrocity,30/12/2021
C104658,59.0,600.16,2.0,Female,Cash,Clothing,Zorlu Center,30/08/2022
C104659,55.0,1800.51,3.0,Female,Cash,Shoes,Metrocity,4/9/2022
C104660,64.0,1200.32,4.0,Female,Credit Card,Clothing,Viaport Outlet,24/04/2022
C104665,43.0,40.66,1.0,Male,Credit Card,Cosmetics,Metrocity,30/11/2022
C104669,51.0,23.46,2.0,Female,Credit Card,Souvenir,Metropol AVM,11/9/2021
C104670,64.0,900.24,3.0,Female,Credit Card,Clothing,Cevahir AVM,3/9/2022
C104673,56.0,4200.0,4.0,Female,Debit Card,Technology,Mall of Istanbul,8/8/2022
C104686,29.0,5.23,1.0,Female,Credit Card,Food & Beverage,Metrocity,18/08/2022
C104687,34.0,81.32,2.0,Male,Credit Card,Cosmetics,Kanyon,25/01/2023
C104688,63.0,15.69,3.0,Female,Debit Card,Food & Beverage,Metrocity,21/06/2022
C104689,24.0,60.6,4.0,Female,Credit Card,Books,Kanyon,6/3/2022
C104690,32.0,900.24,3.0,Female,Debit Card,Clothing,Kanyon,12/3/2022
C104696,36.0,10.46,2.0,Female,Cash,Food & Beverage,Zorlu Center,3/3/2021
C104698,57.0,15.69,3.0,Female,Cash,Food & Beverage,Metropol AVM,9/6/2022
C104702,23.0,300.08,1.0,Female,Cash,Clothing,Metrocity,23/02/2022
C104706,47.0,1500.4,5.0,Male,Credit Card,Clothing,Metropol AVM,13/02/2021
C104708,32.0,1200.32,4.0,Female,Debit Card,Clothing,Forum Istanbul,28/09/2022
C104712,59.0,1200.32,4.0,Male,Credit Card,Clothing,Kanyon,11/6/2022
C104715,35.0,1500.4,5.0,Female,Cash,Clothing,Metrocity,30/05/2021
C104718,61.0,35.19,3.0,Female,Credit Card,Souvenir,Metropol AVM,20/02/2021
C104719,33.0,15.69,3.0,Male,Credit Card,Food & Beverage,Mall of Istanbul,18/01/2022
C104720,63.0,300.08,1.0,Female,Cash,Clothing,Metrocity,31/10/2022
C104725,64.0,81.32,2.0,Female,Credit Card,Cosmetics,Metrocity,20/01/2023
C104728,18.0,1500.4,5.0,Female,Credit Card,Clothing,Metrocity,16/06/2021
C104730,69.0,23.46,2.0,Male,Credit Card,Souvenir,Mall of Istanbul,1/12/2022
C104734,46.0,45.45,3.0,Male,Cash,Books,Mall of Istanbul,13/10/2022
C104738,69.0,5.23,1.0,Female,Credit Card,Food & Beverage,Kanyon,6/1/2022
C104739,28.0,162.64,4.0,Female,Cash,Cosmetics,Mall of Istanbul,1/9/2021
C104740,39.0,4200.0,4.0,Female,Cash,Technology,Mall of Istanbul,3/3/2022
C104744,52.0,107.52,3.0,Female,Credit Card,Toys,Kanyon,9/2/2021
C104749,30.0,2400.68,4.0,Female,Credit Card,Shoes,Mall of Istanbul,17/09/2022
C104755,42.0,30.3,2.0,Male,Debit Card,Books,Metropol AVM,24/08/2022
C104758,39.0,179.2,5.0,Male,Credit Card,Toys,Kanyon,7/1/2021
C104760,39.0,300.08,1.0,Female,Credit Card,Clothing,Kanyon,6/1/2022
C104764,60.0,600.16,2.0,Female,Credit Card,Clothing,Zorlu Center,17/06/2021
C104767,49.0,162.64,4.0,Male,Credit Card,Cosmetics,Metrocity,23/07/2021
C104771,37.0,1200.34,2.0,Female,Credit Card,Shoes,Istinye Park,16/06/2021
C104772,43.0,143.36,4.0,Female,Cash,Toys,Emaar Square Mall,25/06/2022
C104775,24.0,1500.4,5.0,Female,Cash,Clothing,Kanyon,23/10/2022
C104778,40.0,900.24,3.0,Male,Credit Card,Clothing,Metropol AVM,2/7/2022
C104785,49.0,2400.68,4.0,Female,Cash,Shoes,Kanyon,6/3/2022
C104787,66.0,600.16,2.0,Female,Credit Card,Clothing,Zorlu Center,5/12/2021
C104794,30.0,900.24,3.0,Male,Credit Card,Clothing,Mall of Istanbul,24/02/2021
C104795,46.0,35.19,3.0,Female,Cash,Souvenir,Kanyon,18/06/2021
C104796,19.0,40.66,1.0,Male,Credit Card,Cosmetics,Istinye Park,10/3/2021
C104799,50.0,45.45,3.0,Female,Cash,Books,Mall of Istanbul,18/02/2023
C104800,41.0,203.3,5.0,Male,Debit Card,Cosmetics,Zorlu Center,27/06/2021
C104804,44.0,600.16,2.0,Male,Cash,Clothing,Istinye Park,3/3/2021
C104807,21.0,10.46,2.0,Female,Debit Card,Food & Beverage,Mall of Istanbul,27/03/2021
C104808,49.0,203.3,5.0,Female,Cash,Cosmetics,Kanyon,21/10/2022
C104815,47.0,143.36,4.0,Male,Cash,Toys,Mall of Istanbul,13/11/2021
C104816,26.0,1500.4,5.0,Female,Debit Card,Clothing,Kanyon,11/10/2022
C104818,60.0,1500.4,5.0,Female,Cash,Clothing,Kanyon,1/7/2021
C104821,45.0,1500.4,5.0,Female,Cash,Clothing,Mall of Istanbul,11/11/2021
C104824,35.0,81.32,2.0,Male,Cash,Cosmetics,Mall of Istanbul,7/5/2022
C104831,56.0,40.66,1.0,Female,Credit Card,Cosmetics,Kanyon,5/12/2021
C104837,66.0,3000.85,5.0,Female,Debit Card,Shoes,Emaar Square Mall,12/10/2022
C104845,65.0,179.2,5.0,Female,Cash,Toys,Istinye Park,24/03/2022
C104847,67.0,35.84,1.0,Female,Debit Card,Toys,Kanyon,28/08/2022
C104848,28.0,30.3,2.0,Female,Credit Card,Books,Metropol AVM,10/9/2022
C104852,42.0,203.3,5.0,Male,Credit Card,Cosmetics,Metrocity,7/3/2023
C104854,67.0,5250.0,5.0,Male,Cash,Technology,Istinye Park,21/02/2022
C104860,45.0,143.36,4.0,Male,Debit Card,Toys,Mall of Istanbul,31/08/2021
C104868,64.0,1200.32,4.0,Female,Credit Card,Clothing,Kanyon,28/04/2021
C104877,63.0,2100.0,2.0,Male,Cash,Technology,Mall of Istanbul,15/01/2023
C104881,67.0,1500.4,5.0,Female,Credit Card,Clothing,Metrocity,24/03/2022
C104884,36.0,179.2,5.0,Female,Debit Card,Toys,Istinye Park,7/12/2021
C104886,53.0,203.3,5.0,Male,Cash,Cosmetics,Kanyon,18/08/2022
C104891,65.0,35.19,3.0,Female,Debit Card,Souvenir,Viaport Outlet,17/07/2021
C104897,68.0,179.2,5.0,Female,Cash,Toys,Istinye Park,2/1/2021
C104899,63.0,1200.34,2.0,Male,Debit Card,Shoes,Metrocity,30/10/2021
C104902,49.0,1050.0,1.0,Female,Cash,Technology,Metrocity,21/04/2022
C104903,69.0,179.2,5.0,Female,Credit Card,Toys,Mall of Istanbul,6/11/2022
C104905,19.0,5.23,1.0,Male,Credit Card,Food & Beverage,Emaar Square Mall,3/3/2023
C104908,24.0,10.46,2.0,Male,Credit Card,Food & Beverage,Mall of Istanbul,25/03/2021
C104909,69.0,2400.68,4.0,Male,Credit Card,Shoes,Istinye Park,21/12/2022
C104915,54.0,121.98,3.0,Female,Debit Card,Cosmetics,Mall of Istanbul,25/03/2022
C104923,44.0,20.92,4.0,Male,Cash,Food & Beverage,Mall of Istanbul,23/11/2021
C104925,23.0,1200.34,2.0,Female,Debit Card,Shoes,Viaport Outlet,4/4/2021
C104927,30.0,300.08,1.0,Female,Credit Card,Clothing,Metropol AVM,16/01/2021
C104933,47.0,300.08,1.0,Male,Cash,Clothing,Mall of Istanbul,9/1/2022
C104942,35.0,1200.34,2.0,Male,Cash,Shoes,Metrocity,17/02/2023
C104949,44.0,1200.32,4.0,Male,Debit Card,Clothing,Mall of Istanbul,28/01/2023
C104950,33.0,1800.51,3.0,Male,Cash,Shoes,Metrocity,25/09/2021
C104956,24.0,1200.34,2.0,Female,Cash,Shoes,Emaar Square Mall,19/01/2022
C104957,19.0,300.08,1.0,Male,Cash,Clothing,Metropol AVM,1/11/2021
C104958,61.0,45.45,3.0,Male,Cash,Books,Mall of Istanbul,7/9/2021
C104959,68.0,26.15,5.0,Female,Credit Card,Food & Beverage,Kanyon,28/11/2021
C104961,51.0,1200.34,2.0,Male,Cash,Shoes,Emaar Square Mall,6/6/2021
C104963,69.0,11.73,1.0,Male,Cash,Souvenir,Zorlu Center,26/02/2021
C104964,29.0,600.16,2.0,Male,Cash,Clothing,Cevahir AVM,12/11/2022
C104974,26.0,1500.4,5.0,Female,Credit Card,Clothing,Metropol AVM,23/06/2021
C104976,46.0,1500.4,5.0,Male,Cash,Clothing,Mall of Istanbul,12/10/2022
C104980,58.0,15.69,3.0,Female,Credit Card,Food & Beverage,Metropol AVM,6/6/2021
